AL_Type;AR_No;CustID;Layanan;CreatedOn
Downgrade;AR/CHT/1902/0280;10000007;ManageServicePCBasic;13/02/2019 13.29
Downgrade;AR/CHT/1902/0281;10000007;ManageServicePCBasic;13/02/2019 13.29
Downgrade;AR/CHT/1902/0282;10000007;ManageServicePCBasic;13/02/2019 13.30
Downgrade;AR/CHT/1902/0283;10000007;ManageServicePCBasic;13/02/2019 13.31
Downgrade;AR/CHT/1902/0284;10000007;ManageServicePCBasic;13/02/2019 13.33
Downgrade;AR/CHT/1902/0285;10000007;ManageServicePCBasic;13/02/2019 13.34
Downgrade;AR/CHT/1902/0286;10000007;ManageServicePCBasic;13/02/2019 13.35
Downgrade;AR/CHT/1902/0287;10000007;ManageServicePCBasic;13/02/2019 13.36
Downgrade;AR/CHT/1902/0288;10000007;ManageServicePCBasic;13/02/2019 13.37
Downgrade;AR/CHT/1902/0289;10000007;ManageServicePCBasic;13/02/2019 13.48
Downgrade;AR/CHT/1902/0290;10000007;ManageServicePCBasic;13/02/2019 13.49
Downgrade;AR/CHT/1902/0291;10000007;ManageServicePCBasic;13/02/2019 13.50
New;AR/ACT/1812/23463;50002045;InternetBroadbandCorporate;03/12/2018 14.49
New;AR/ACT/1808/14011;80000114;Metronet;09/08/2018 16.31
New;AR/ACT/1808/14427;170000252;Metronet;16/08/2018 12.58
New;AR/ACT/1812/24410;20001014;QinqMetroEthernet;17/12/2018 13.42
New;AR/ACT/1812/24411;20001014;QinqMetroEthernet;17/12/2018 13.42
New;AR/ACT/1812/24412;20001014;QinqMetroEthernet;17/12/2018 13.42
New;AR/ACT/1812/24415;20001014;QinqMetroEthernet;17/12/2018 13.42
Upgrade;AR/UPG/1901/0564;140000426;InternetCorporate;10/01/2019 13.42
Downgrade;AR/DOW/1812/0352;140001235;Metronet;21/12/2018 15.21
Upgrade;AR/UPG/1812/6431;140001235;Metronet;21/12/2018 16.04
Upgrade;AR/UPG/1901/0906;140000024;InternetCorporate;25/01/2019 10.14
New;AR/ACT/1810/19123;40000348;IPVPN;24/10/2018 15.00
New;AR/ACT/1811/23008;40000348;IPVPN;27/11/2018 16.22
Downgrade;AR/DOW/1811/0291;80000199;Metronet;12/11/2018 17.29
New;AR/ACT/1810/18123;20000943;Metronet;12/10/2018 16.00
Downgrade;AR/DOW/1902/0117;140000009;InternetCorporate;18/02/2019 10.08
Upgrade;AR/UPG/1902/1093;990001059;InternetBroadbandCorporate;22/02/2019 11.46
Downgrade;AR/DOW/1902/0108;90000378;InternetCorporate;06/02/2019 09.28
New;AR/ACT/1812/24414;20001014;QinqMetroEthernet;17/12/2018 13.42
New;AR/ACT/1812/24413;20001014;QinqMetroEthernet;17/12/2018 13.42
New;AR/ACT/1811/21364;20000852;Metronet;09/11/2018 08.40
New;AR/ACT/1901/3135;140001751;InternetCorporate;28/01/2019 11.39
New;AR/ACT/1811/23224;20000852;Metronet;30/11/2018 11.03
New;AR/ACT/1810/19954;140001664;InternetCorporate;31/10/2018 16.02
Downgrade;AR/DOW/1901/0016;140001265;InternetCorporate;03/01/2019 11.38
Downgrade;AR/CHT/1902/0349;140001664;InternetCorporate;26/02/2019 12.39
New;AR/ACT/1812/24644;140001710;InternetCorporate;20/12/2018 17.22
New;AR/ACT/1812/25194;140001710;Bronze;28/12/2018 17.10
New;AR/ACT/1812/24232;60001330;InternetCorporate;13/12/2018 10.27
Downgrade;AR/DOW/1902/0127;90000402;InternetCorporate;22/02/2019 13.01
Relokasi;AR/RLK/1901/0125;170000252;Metronet;31/01/2019 17.15
Trial;AR/TRL/1903/0072;30000276;i-VIPLiteMobile;02/03/2019 10.21
Trial;AR/TRL/1903/0073;ICON-00;i-VIPLiteMobile;02/03/2019 10.22
Trial;AR/TRL/1903/0074;ICON-00;i-VIPLiteMobile;02/03/2019 10.24
Trial;AR/TRL/1903/0075;ICON-00;i-VIPLiteMobile;02/03/2019 10.25
New;AR/ACT/1901/2247;50002045;InternetBroadbandCorporate;18/01/2019 16.21
New;AR/ACT/1901/2246;50002045;InternetBroadbandCorporate;18/01/2019 16.20
New;AR/ACT/1812/24140;30000123;Metronet;12/12/2018 09.10
New;AR/ACT/1810/18447;90000415;InternetCorporate;16/10/2018 17.16
Upgrade;AR/UPG/1901/0878;140000895;InternetCorporate;22/01/2019 09.34
Upgrade;AR/UPG/1901/0225;110000129;InternetCorporate;02/01/2019 17.01
Downgrade;AR/CHT/1903/0377;110000129;InternetCorporate;06/03/2019 15.55
Upgrade;AR/UPG/1901/0938;140000424;InternetCorporate;31/01/2019 14.32
Upgrade;AR/UPG/1901/0943;140000424;InternetCorporate;31/01/2019 14.42
Downgrade;AR/CHT/1903/0383;90000415;InternetCorporate;10/03/2019 18.07
Upgrade;AR/UPG/1901/0865;140000329;IPVPN;18/01/2019 10.26
Upgrade;AR/UPG/1901/0864;140000329;IPVPN;18/01/2019 10.24
Upgrade;AR/UPG/1901/0863;140000329;IPVPN;18/01/2019 10.23
Upgrade;AR/UPG/1901/0862;140000329;IPVPN;18/01/2019 10.21
Upgrade;AR/UPG/1901/0861;140000329;IPVPN;18/01/2019 10.20
New;AR/ACT/1901/0449;140000329;PenambahanIPv4Publik;07/01/2019 17.16
Upgrade;AR/UPG/1812/6647;140000329;IPTransit;26/12/2018 16.10
New;AR/ACT/1812/24798;140000329;IIX;26/12/2018 16.09
Downgrade;AR/CHT/1903/0395;140000329;IPTransit;11/03/2019 21.56
New;AR/ACT/1903/8532;140000329;IPVPN;12/03/2019 04.40
New;AR/ACT/1901/0362;50001865;Metronet;07/01/2019 14.04
New;AR/ACT/1812/24328;140001699;Metronet;14/12/2018 16.34
New;AR/ACT/1812/24330;140001699;InternetCorporate;14/12/2018 16.36
New;AR/ACT/1901/2210;60001359;InternetCorporate;18/01/2019 13.11
New;AR/ACT/1901/2221;60001359;Metronet;18/01/2019 14.10
New;AR/ACT/1901/1413;90000436;InternetCorporate;11/01/2019 17.17
New;AR/ACT/1810/19774;20000852;Metronet;30/10/2018 15.08
New;AR/ACT/1812/23628;20000852;Metronet;04/12/2018 10.11
Upgrade;AR/UPG/1902/1140;20000201;IPTransit;28/02/2019 16.10
Upgrade;AR/CHT/1903/0450;140000426;InternetCorporate;20/03/2019 16.34
Upgrade;AR/UPG/1903/1425;110000129;InternetCorporate;20/03/2019 10.45
Downgrade;AR/DOW/1812/0340;60000618;InternetCorporate;11/12/2018 10.27
Upgrade;AR/UPG/1902/0966;90000369;InternetCorporate;06/02/2019 10.30
New;AR/ACT/1901/2943;20000852;Metronet;28/01/2019 09.49
Upgrade;AR/UPG/1902/1098;130000183;InternetCorporate;24/02/2019 12.58
Upgrade on Demand;AR/UOD/1901/0005;120000137;InternetCorporate;17/01/2019 11.11
Upgrade on Demand;AR/UOD/1901/0009;120000125;InternetCorporate;21/01/2019 09.19
New;AR/ACT/1810/18807;90000414;InternetCorporate;22/10/2018 08.58
New;AR/ACT/1812/24603;60001338;InternetBroadbandCorporate;20/12/2018 09.05
Downgrade;AR/CHT/1903/0456;90000384;InternetCorporate;26/03/2019 16.17
Upgrade;AR/UPG/1903/1148;90000385;InternetCorporate;04/03/2019 14.22
Upgrade;AR/UPG/1901/0001;140000322;InternetCorporate;01/01/2019 13.41
Downgrade;AR/DOW/1903/0172;120000137;InternetCorporate;25/03/2019 09.33
Downgrade;AR/DOW/1903/0174;120000125;InternetCorporate;25/03/2019 10.01
New;AR/ACT/1812/25187;140001712;InternetCorporate;28/12/2018 15.14
New;AR/ACT/1812/25218;140001712;IIX;31/12/2018 09.23
Upgrade on Demand;AR/UOD/1903/0026;140001663;InternetCorporate;16/03/2019 13.55
Upgrade;AR/UPG/1901/0896;110000092;InternetCorporate;23/01/2019 14.59
New;AR/ACT/1901/1324;140000860;InternetCorporate;11/01/2019 14.13
New;AR/ACT/1901/0003;110000166;InternetCorporate;01/01/2019 23.21
Relokasi;AR/RLK/1811/0742;20000684;Metronet;30/11/2018 14.57
Relokasi;AR/RLK/1811/0743;20000684;Metronet;30/11/2018 15.13
Upgrade;AR/UPG/1901/0825;140000545;InternetCorporate;15/01/2019 14.54
Upgrade;AR/UPG/1901/0826;140000545;InternetCorporate;15/01/2019 14.57
Upgrade;AR/UPG/1901/0827;140000545;InternetCorporate;15/01/2019 14.58
Upgrade;AR/UPG/1901/0828;140000545;InternetCorporate;15/01/2019 15.00
Upgrade;AR/UPG/1901/0829;140000545;InternetCorporate;15/01/2019 15.01
Upgrade;AR/UPG/1902/1081;990000884;InternetCorporate;21/02/2019 09.02
Downgrade;AR/DOW/1903/0178;140001663;InternetCorporate;28/03/2019 11.10
Downgrade;AR/DOW/1904/0187;120000125;InternetCorporate;04/04/2019 11.33
New;AR/ACT/1812/24373;20000852;Metronet;17/12/2018 09.43
New;AR/ACT/1812/24695;20000852;Metronet;26/12/2018 09.10
New;AR/ACT/1902/4813;180000201;ManageServicePCPremium;14/02/2019 16.11
New;AR/ACT/1902/4812;180000201;ManageServicePCPremium;14/02/2019 16.05
New;AR/ACT/1902/4787;180000201;ManageServicePCPremium;14/02/2019 14.42
New;AR/ACT/1902/4786;180000201;ManageServicePCPremium;14/02/2019 14.40
New;AR/ACT/1902/4778;180000201;ManageServicePCPremium;14/02/2019 13.24
New;AR/ACT/1902/4777;180000201;ManageServicePCPremium;14/02/2019 13.23
New;AR/ACT/1812/24316;140001698;InternetCorporate;14/12/2018 14.52
New;AR/ACT/1901/2884;40000540;InternetCorporate;25/01/2019 10.50
New;AR/ACT/1901/1708;90000298;ICONCloudHostedPrivate;16/01/2019 09.26
New;AR/ACT/1901/1707;90000298;Metronet;16/01/2019 09.24
New;AR/ACT/1901/1512;90000298;Lain-lain;14/01/2019 11.31
New;AR/ACT/1812/25223;90000298;Lain-lain;31/12/2018 09.34
New;AR/ACT/1811/22893;40000276;IPVPN;26/11/2018 08.34
New;AR/ACT/1901/1684;60001353;InternetCorporate;15/01/2019 17.12
New;AR/ACT/1902/5002;140001780;InternetCorporate;15/02/2019 14.38
New;AR/ACT/1902/4575;90000440;Lain-lain;13/02/2019 08.38
New;AR/ACT/1902/4574;90000440;Lain-lain;13/02/2019 08.38
New;AR/ACT/1902/4573;90000440;Lain-lain;13/02/2019 08.38
New;AR/ACT/1902/4572;90000440;Lain-lain;13/02/2019 08.38
New;AR/ACT/1902/4571;90000440;Lain-lain;13/02/2019 08.38
New;AR/ACT/1902/4570;90000440;Lain-lain;13/02/2019 08.38
New;AR/ACT/1902/4569;90000440;InternetCorporate;13/02/2019 08.38
Downgrade;AR/DOW/1902/0132;170000252;Metronet;26/02/2019 10.51
New;AR/ACT/1901/2331;90000426;InternetCorporate;21/01/2019 11.01
New;AR/ACT/1812/25230;80000260;Metronet;31/12/2018 13.53
New;AR/ACT/1902/3761;80000260;Metronet;06/02/2019 14.32
New;AR/ACT/1902/4547;80000260;Metronet;12/02/2019 17.10
Upgrade;AR/UPG/1902/1097;40000348;IPVPN;22/02/2019 17.53
Upgrade;AR/UPG/1902/1067;40000348;IPVPN;19/02/2019 08.57
New;AR/ACT/1901/2230;40000348;IPVPN;18/01/2019 14.35
Downgrade;AR/CHT/1904/0648;50001865;Metronet;22/04/2019 13.19
New;AR/ACT/1902/4737;180000201;ManageServicePCBasic;14/02/2019 11.09
New;AR/ACT/1902/4738;180000201;ManageServicePCBasic;14/02/2019 11.12
New;AR/ACT/1902/4739;180000201;ManageServicePCBasic;14/02/2019 11.13
New;AR/ACT/1902/4752;180000201;ManageServicePCBasic;14/02/2019 12.54
New;AR/ACT/1902/4753;180000201;ManageServicePCBasic;14/02/2019 12.55
New;AR/ACT/1902/4759;180000201;ManageServicePCBasic;14/02/2019 13.00
New;AR/ACT/1902/4762;180000201;ManageServicePCBasic;14/02/2019 13.02
New;AR/ACT/1902/4763;180000201;ManageServicePCBasic;14/02/2019 13.03
New;AR/ACT/1902/4764;180000201;ManageServicePCBasic;14/02/2019 13.04
New;AR/ACT/1902/4765;180000201;ManageServicePCBasic;14/02/2019 13.07
New;AR/ACT/1902/4767;180000201;ManageServicePCBasic;14/02/2019 13.11
New;AR/ACT/1902/4768;180000201;ManageServicePCBasic;14/02/2019 13.12
New;AR/ACT/1902/4769;180000201;ManageServicePCBasic;14/02/2019 13.13
New;AR/ACT/1902/4770;180000201;ManageServicePCBasic;14/02/2019 13.14
New;AR/ACT/1902/4771;180000201;ManageServicePCBasic;14/02/2019 13.15
New;AR/ACT/1902/4772;180000201;ManageServicePCPremium;14/02/2019 13.17
New;AR/ACT/1902/4773;180000201;ManageServicePCPremium;14/02/2019 13.18
New;AR/ACT/1902/4774;180000201;ManageServicePCPremium;14/02/2019 13.19
New;AR/ACT/1902/4775;180000201;ManageServicePCPremium;14/02/2019 13.20
New;AR/ACT/1902/4790;180000201;ManageServicePCPremium;14/02/2019 14.51
New;AR/ACT/1902/4791;180000201;ManageServicePCPremium;14/02/2019 14.53
New;AR/ACT/1902/4796;180000201;ManageServicePCPremium;14/02/2019 15.14
New;AR/ACT/1902/4797;180000201;ManageServicePCPremium;14/02/2019 15.15
New;AR/ACT/1902/4798;180000201;ManageServicePCPremium;14/02/2019 15.18
New;AR/ACT/1902/4800;180000201;ManageServicePCPremium;14/02/2019 15.24
New;AR/ACT/1902/4802;180000201;ManageServicePCPremium;14/02/2019 15.32
New;AR/ACT/1902/4805;180000201;ManageServicePCPremium;14/02/2019 15.36
New;AR/ACT/1902/4806;180000201;ManageServicePCPremium;14/02/2019 15.39
New;AR/ACT/1902/4807;180000201;ManageServicePCPremium;14/02/2019 15.41
New;AR/ACT/1902/4809;180000201;ManageServicePCPremium;14/02/2019 15.51
New;AR/ACT/1902/4811;180000201;ManageServicePCPremium;14/02/2019 16.00
New;AR/ACT/1902/5295;180000201;ManageServicePCPremium;19/02/2019 10.11
New;AR/ACT/1812/24323;20000684;Metronet;14/12/2018 16.18
New;AR/ACT/1812/24324;20000684;Metronet;14/12/2018 16.19
Downgrade;AR/CHT/1904/0704;990001059;InternetBroadbandCorporate;23/04/2019 14.07
Downgrade;AR/DOW/1904/0188;120000137;InternetCorporate;04/04/2019 11.41
Upgrade;AR/CHT/1904/0805;140001412;InternetCorporate;24/04/2019 16.06
Upgrade;AR/CHT/1904/0931;140001412;Metronet;25/04/2019 14.53
Upgrade;AR/CHT/1904/0944;140001412;Metronet;25/04/2019 15.03
Upgrade;AR/CHT/1904/0959;140001412;Metronet;25/04/2019 15.48
New;AR/CHT/1904/0506;20000616;Metronet;04/04/2019 09.04
Downgrade;AR/CHT/1904/0507;20000616;Metronet;04/04/2019 09.11
Downgrade;AR/CHT/1904/0508;20000616;Metronet;04/04/2019 09.17
Upgrade;AR/CHT/1904/0998;140001412;Metronet;25/04/2019 17.24
Upgrade;AR/CHT/1904/0965;140001412;Metronet;25/04/2019 16.00
Upgrade;AR/CHT/1904/0970;140001412;Metronet;25/04/2019 16.23
Upgrade;AR/CHT/1904/0977;140001412;Metronet;25/04/2019 16.33
Upgrade;AR/UPG/1904/1786;140001412;Metronet;24/04/2019 08.44
Upgrade;AR/UPG/1904/1787;140001412;Metronet;24/04/2019 09.03
Upgrade;AR/CHT/1904/0984;140001412;Metronet;25/04/2019 16.43
Upgrade;AR/CHT/1904/0985;140001412;Metronet;25/04/2019 16.53
Downgrade;AR/CHT/1904/1648;140001412;Metronet;29/04/2019 13.35
Downgrade;AR/CHT/1904/1647;140001412;Metronet;29/04/2019 13.34
Downgrade;AR/CHT/1904/1646;140001412;Metronet;29/04/2019 13.33
Downgrade;AR/CHT/1904/1645;140001412;Metronet;29/04/2019 13.33
Downgrade;AR/CHT/1904/1644;140001412;Metronet;29/04/2019 13.32
Downgrade;AR/CHT/1904/1642;140001412;Metronet;29/04/2019 13.30
Upgrade;AR/CHT/1904/1636;140001412;Bronze;29/04/2019 13.22
Upgrade;AR/CHT/1904/1635;140001412;Bronze;29/04/2019 13.21
Upgrade;AR/CHT/1904/1634;140001412;Bronze;29/04/2019 13.18
Upgrade;AR/CHT/1904/1633;140001412;Bronze;29/04/2019 13.17
Upgrade;AR/CHT/1904/1621;140001412;Bronze;29/04/2019 12.33
Upgrade;AR/CHT/1904/1632;140001412;Bronze;29/04/2019 12.50
Upgrade;AR/CHT/1904/1631;140001412;Bronze;29/04/2019 12.49
Upgrade;AR/CHT/1904/1630;140001412;Bronze;29/04/2019 12.45
Upgrade;AR/CHT/1904/1629;140001412;Bronze;29/04/2019 12.43
Upgrade;AR/CHT/1904/1628;140001412;Bronze;29/04/2019 12.42
Upgrade;AR/CHT/1904/1627;140001412;Bronze;29/04/2019 12.39
Upgrade;AR/CHT/1904/1626;140001412;Bronze;29/04/2019 12.38
Upgrade;AR/CHT/1904/1625;140001412;Bronze;29/04/2019 12.37
Upgrade;AR/CHT/1904/1624;140001412;Bronze;29/04/2019 12.36
Downgrade;AR/CHT/1904/1623;140001412;Bronze;29/04/2019 12.35
Upgrade;AR/CHT/1904/1622;140001412;Bronze;29/04/2019 12.34
Upgrade;AR/CHT/1904/1693;140001412;Bronze;29/04/2019 16.01
New;AR/ACT/1904/12486;140001412;IPTransit;25/04/2019 14.37
Relokasi;AR/RLK/1904/0400;140001412;Silver;29/04/2019 13.38
Relokasi;AR/RLK/1904/0401;140001412;Lain-lain;29/04/2019 13.39
New;AR/ACT/1904/12853;140001412;Metronet;29/04/2019 13.37
Upgrade;AR/CHT/1904/1706;140001412;Silver;30/04/2019 12.22
New;AR/ACT/1901/2851;80000025;Metronet;24/01/2019 14.53
New;AR/ACT/1902/5539;140001445;Bronze;20/02/2019 17.18
Upgrade;AR/UPG/1901/0877;140001445;InternetCorporate;21/01/2019 18.46
Downgrade;AR/CHT/1905/1982;140001445;Bronze;14/05/2019 08.57
New;AR/ACT/1903/7548;170000300;IPVPN;01/03/2019 10.47
New;AR/ACT/1811/22449;40000348;IPVPN;22/11/2018 08.42
Downgrade;AR/CHT/1905/1996;40000348;IPVPN;16/05/2019 10.18
Relokasi;AR/RLK/1802/0103;ICON-00;Metronet;#N/A
New;AR/ACT/1901/1620;60001346;Metronet;15/01/2019 10.13
Upgrade;AR/UPG/1904/1635;90000402;InternetCorporate;04/04/2019 09.24
Upgrade;AR/UPG/1904/1639;50000926;Metronet;04/04/2019 15.24
New;AR/ACT/1902/4491;90000443;InternetCorporate;12/02/2019 11.12
Downgrade;AR/CHT/1905/2003;990001244;IPVPN;17/05/2019 14.18
New;AR/ACT/1902/4484;140001773;InternetCorporate;12/02/2019 09.44
New;AR/ACT/1904/10361;140001773;Bronze;04/04/2019 12.12
New;AR/ACT/1903/8877;50001798;Lain-lain;14/03/2019 14.08
Downgrade;AR/CHT/1905/2010;50001798;Lain-lain;20/05/2019 13.42
New;AR/ACT/1812/24842;180000053;ManageServicePCBasic;27/12/2018 10.31
New;AR/ACT/1812/24841;180000053;ManageServicePCBasic;27/12/2018 10.30
New;AR/ACT/1812/24840;180000053;ManageServicePCBasic;27/12/2018 10.29
New;AR/ACT/1812/24839;180000053;ManageServicePCBasic;27/12/2018 10.28
New;AR/ACT/1812/24838;180000053;ManageServicePCBasic;27/12/2018 10.26
New;AR/ACT/1812/24837;180000053;ManageServicePCBasic;27/12/2018 10.25
New;AR/ACT/1812/24836;180000053;ManageServicePCBasic;27/12/2018 10.22
New;AR/ACT/1812/24835;180000053;ManageServicePCBasic;27/12/2018 10.21
New;AR/ACT/1812/24834;180000053;ManageServicePCBasic;27/12/2018 10.19
New;AR/ACT/1812/24833;180000053;ManageServicePCBasic;27/12/2018 10.17
New;AR/ACT/1812/24832;180000053;ManageServicePCBasic;27/12/2018 10.16
New;AR/ACT/1812/24831;180000053;ManageServicePCBasic;27/12/2018 10.11
New;AR/ACT/1812/24830;180000053;ManageServicePCBasic;27/12/2018 10.00
New;AR/ACT/1812/24829;180000053;ManageServicePCBasic;27/12/2018 10.00
New;AR/ACT/1812/24828;180000053;ManageServicePCBasic;27/12/2018 09.59
New;AR/ACT/1812/24827;180000053;ManageServicePCBasic;27/12/2018 09.38
New;AR/ACT/1812/24826;180000053;ManageServicePCBasic;27/12/2018 09.36
New;AR/ACT/1812/24825;180000053;ManageServicePCBasic;27/12/2018 09.30
New;AR/ACT/1812/24824;180000053;ManageServicePCBasic;27/12/2018 09.29
New;AR/ACT/1812/24823;180000053;ManageServicePCBasic;27/12/2018 09.27
New;AR/ACT/1812/24822;180000053;ManageServicePCBasic;27/12/2018 09.26
New;AR/ACT/1812/24821;180000053;ManageServicePCBasic;27/12/2018 09.25
New;AR/ACT/1812/24820;180000053;ManageServicePCBasic;27/12/2018 09.22
New;AR/ACT/1812/24819;180000053;ManageServicePCBasic;27/12/2018 09.20
New;AR/ACT/1812/24818;180000053;ManageServicePCBasic;27/12/2018 09.19
New;AR/ACT/1812/24817;180000053;ManageServicePCBasic;27/12/2018 09.17
New;AR/ACT/1812/24816;180000053;ManageServicePCBasic;27/12/2018 09.16
New;AR/ACT/1812/24815;180000053;ManageServicePCBasic;27/12/2018 09.13
New;AR/ACT/1812/24814;180000053;ManageServicePCBasic;27/12/2018 09.12
New;AR/ACT/1812/24813;180000053;ManageServicePCBasic;27/12/2018 09.10
New;AR/ACT/1812/24812;180000053;ManageServicePCBasic;27/12/2018 09.09
New;AR/ACT/1812/24811;180000053;ManageServicePCBasic;27/12/2018 09.07
New;AR/ACT/1812/24810;180000053;ManageServicePCBasic;27/12/2018 09.02
New;AR/ACT/1812/24809;180000053;ManageServicePCBasic;27/12/2018 09.00
New;AR/ACT/1812/24808;180000053;ManageServicePCBasic;27/12/2018 08.59
New;AR/ACT/1812/24807;180000053;ManageServicePCBasic;27/12/2018 08.58
New;AR/ACT/1812/24806;180000053;ManageServicePCBasic;27/12/2018 08.57
New;AR/ACT/1812/24805;180000053;ManageServicePCBasic;27/12/2018 08.54
Upgrade;AR/UPG/1903/1276;60001275;InternetCorporate;11/03/2019 09.54
Downgrade;AR/CHT/1905/2080;140001504;Bronze;22/05/2019 10.20
Downgrade;AR/DOW/1904/0201;140001280;InternetCorporate;23/04/2019 13.12
Downgrade;AR/DOW/1904/0200;140001280;InternetCorporate;23/04/2019 12.47
New;AR/ACT/1904/12571;140001896;InternetBroadbandCorporate;26/04/2019 10.46
New;AR/ACT/1903/7567;170000300;IPVPN;01/03/2019 11.31
New;AR/ACT/1902/5156;170000252;Metronet;18/02/2019 14.17
New;AR/ACT/1901/3260;50001435;Metronet;29/01/2019 13.22
New;AR/ACT/1901/3259;40000348;IPVPN;29/01/2019 13.09
New;AR/ACT/1901/3258;40000348;IPVPN;29/01/2019 13.08
New;AR/ACT/1901/2215;80000109;Metronet;18/01/2019 13.47
New;AR/ACT/1901/0002;140001218;InternetCorporate;01/01/2019 15.50
New;AR/ACT/1901/0001;140001218;IIX;01/01/2019 13.34
New;AR/ACT/1812/24634;170000252;Metronet;20/12/2018 16.15
New;AR/ACT/1901/1839;140001719;InternetCorporate;16/01/2019 14.31
New;AR/ACT/1812/25186;30000307;Metronet;28/12/2018 15.01
Upgrade;AR/CHT/1905/2079;180000053;ManageServicePCBasic;22/05/2019 09.47
Upgrade;AR/CHT/1905/2081;180000053;ManageServicePCBasic;22/05/2019 13.17
Upgrade;AR/CHT/1905/2082;180000053;ManageServicePCBasic;22/05/2019 13.38
Upgrade;AR/CHT/1905/2085;180000053;ManageServicePCBasic;23/05/2019 15.39
Upgrade;AR/CHT/1905/2086;180000053;ManageServicePCBasic;23/05/2019 15.45
Upgrade;AR/CHT/1905/2087;180000053;ManageServicePCBasic;23/05/2019 15.55
Upgrade;AR/CHT/1905/2088;180000053;ManageServicePCBasic;23/05/2019 16.22
Upgrade;AR/CHT/1905/2109;180000053;ManageServicePCBasic;24/05/2019 11.37
Upgrade;AR/CHT/1905/2116;180000053;ManageServicePCBasic;24/05/2019 11.44
Upgrade;AR/CHT/1905/2123;180000053;ManageServicePCBasic;24/05/2019 11.48
Upgrade;AR/CHT/1905/2124;180000053;ManageServicePCBasic;24/05/2019 11.55
Upgrade;AR/CHT/1905/2125;180000053;ManageServicePCBasic;24/05/2019 13.35
Upgrade;AR/CHT/1905/2139;180000053;ManageServicePCBasic;27/05/2019 00.28
Upgrade;AR/CHT/1905/2140;180000053;ManageServicePCBasic;27/05/2019 00.33
Upgrade;AR/CHT/1905/2141;180000053;ManageServicePCBasic;27/05/2019 00.37
Upgrade;AR/CHT/1905/2142;180000053;ManageServicePCBasic;27/05/2019 00.44
Upgrade;AR/CHT/1905/2143;180000053;ManageServicePCBasic;27/05/2019 00.57
Upgrade;AR/CHT/1905/2144;180000053;ManageServicePCBasic;27/05/2019 01.03
Upgrade;AR/CHT/1905/2146;180000053;ManageServicePCBasic;27/05/2019 01.43
Upgrade;AR/CHT/1905/2147;180000053;ManageServicePCBasic;27/05/2019 01.48
Downgrade;AR/DOW/1905/0215;140001663;InternetCorporate;13/05/2019 08.59
Relokasi;AR/RLK/1904/0353;180000201;ManageServicePCPremium;10/04/2019 14.34
Relokasi;AR/RLK/1904/0354;180000201;ManageServicePCPremium;10/04/2019 14.35
Relokasi;AR/RLK/1904/0355;180000201;ManageServicePCPremium;10/04/2019 14.36
Relokasi;AR/RLK/1904/0356;180000201;ManageServicePCPremium;10/04/2019 14.38
Relokasi;AR/RLK/1904/0357;180000201;ManageServicePCPremium;10/04/2019 14.39
Relokasi;AR/RLK/1904/0358;180000201;ManageServicePCPremium;10/04/2019 14.40
Upgrade;AR/UPG/1905/1903;40000367;IPVPN;08/05/2019 07.58
Upgrade;AR/UPG/1905/1906;40000367;IPVPN;08/05/2019 10.05
Upgrade;AR/UPG/1905/1907;40000367;IPVPN;08/05/2019 10.06
New;AR/ACT/1901/1381;140001664;Bronze;11/01/2019 15.34
Upgrade;AR/CHT/1905/2148;180000053;ManageServicePCBasic;27/05/2019 01.54
Downgrade;AR/CHT/1905/2149;180000053;ManageServicePCBasic;27/05/2019 02.12
Upgrade;AR/CHT/1905/2150;180000053;ManageServicePCBasic;27/05/2019 02.28
Upgrade;AR/CHT/1905/2151;180000053;ManageServicePCBasic;27/05/2019 02.37
Upgrade;AR/CHT/1905/2152;180000053;ManageServicePCBasic;27/05/2019 02.50
Upgrade;AR/CHT/1905/2153;180000053;ManageServicePCBasic;27/05/2019 02.54
Upgrade;AR/CHT/1905/2154;180000053;ManageServicePCBasic;27/05/2019 03.53
Upgrade;AR/CHT/1905/2156;180000053;ManageServicePCBasic;27/05/2019 07.46
Upgrade;AR/CHT/1905/2157;180000053;ManageServicePCBasic;27/05/2019 07.52
Upgrade;AR/CHT/1905/2158;180000053;ManageServicePCBasic;27/05/2019 07.59
Upgrade;AR/CHT/1905/2159;180000053;ManageServicePCBasic;27/05/2019 08.03
Upgrade;AR/CHT/1905/2160;180000053;ManageServicePCBasic;27/05/2019 08.11
Upgrade;AR/CHT/1905/2161;180000053;ManageServicePCBasic;27/05/2019 08.15
Upgrade;AR/CHT/1905/2162;180000053;ManageServicePCBasic;27/05/2019 08.19
Upgrade;AR/CHT/1905/2163;180000053;ManageServicePCBasic;27/05/2019 08.23
Upgrade;AR/CHT/1905/2164;180000053;ManageServicePCBasic;27/05/2019 08.32
Upgrade;AR/CHT/1905/2165;180000053;ManageServicePCBasic;27/05/2019 08.37
Upgrade;AR/CHT/1905/2166;180000053;ManageServicePCBasic;27/05/2019 08.41
New;AR/ACT/1903/8547;180000053;ManageServicePCPremium;12/03/2019 09.18
New;AR/ACT/1903/8546;180000053;ManageServicePCPremium;12/03/2019 09.17
New;AR/ACT/1903/8545;180000053;ManageServicePCPremium;12/03/2019 09.16
New;AR/ACT/1903/8544;180000053;ManageServicePCPremium;12/03/2019 09.12
New;AR/ACT/1903/8543;180000053;ManageServicePCPremium;12/03/2019 09.10
New;AR/ACT/1903/9456;140001886;InternetCorporate;21/03/2019 08.18
